fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,symbol
2017-06-30,USD,1305000000,4374000000,None,-174000000,768000000,1514000000,None,-663000000,None,1305000000,164000000,-585000000,594000000,347000000,347000000,None,322000000,322000000,None,None,0,None,-300000000,None,234000000,28000000,1305000000,CB
2017-03-31,USD,2146000000,3982000000,None,-145000000,237000000,1645000000,None,-51000000,None,1093000000,-60000000,-858000000,754000000,128000000,128000000,None,324000000,324000000,None,None,0,None,-86000000,None,78000000,-17000000,1093000000,CB
2016-12-31,USD,662000000,15967000000,None,-108000000,454000000,1640000000,None,-430000000,None,662000000,-1041000000,-232000000,-3000000,0,0,None,322000000,322000000,None,None,0,None,50000000,None,115000000,-67000000,1610000000,CB
2021-09-30,CNY,110713000000,None,None,None,None,47588000000,58009000000,None,20553000000,None,-54262000000,-38339000000,None,None,None,None,16662000000,16662000000,None,None,None,None,None,None,None,None,22089000000,PTR
2021-06-30,CNY,117834000000,None,None,None,None,43100000000,74757000000,None,-4737000000,None,-31891000000,-42113000000,None,None,None,None,9752000000,9752000000,None,None,None,None,None,None,None,None,25316000000,PTR
2021-03-31,USD,-1800000000,None,None,None,None,57780000000,37095000000,None,-35293000000,None,-42911000000,37559000000,None,None,None,None,9752000000,9752000000,None,None,None,None,None,None,None,None,27721000000,PTR
2020-12-31,USD,155272000000,None,None,None,None,31431000000,89692000000,None,30405000000,None,-4540000000,-104203000000,None,None,None,None,13175000000,13175000000,None,None,None,None,None,None,None,None,8939000000,PTR
2020-09-30,USD,84223000000,None,None,None,None,165389000000,163049000000,None,14770000000,None,-66670000000,-29826000000,None,None,None,None,13390000000,13390000000,None,None,None,None,None,None,None,None,40050000000,PTR
2020-06-30,CNY,97176000000,None,None,None,None,58159000000,60346000000,None,10265000000,None,-60775000000,-23492000000,None,None,None,None,11196000000,11196000000,None,None,None,None,None,None,None,None,-13753000000,PTR
2020-03-31,USD,-18096000000,None,None,None,None,60959000000,49872000000,None,-11795000000,None,-50001000000,58121000000,None,None,None,None,11196000000,11196000000,None,None,None,None,None,None,None,None,-16230000000,PTR
2019-12-31,USD,120214000000,None,None,None,None,225262000000,139643000000,0,-32.77,None,-125557000000,-18125000000,None,None,None,None,47000000,47000000,None,None,None,None,0,None,0,0,8429000000,PTR
2019-09-30,USD,239396000000,None,None,None,None,164981000000,177694000000,0,21.17,None,-207391000000,-9184000000,None,None,None,None,17601000000,17601000000,None,None,None,None,0,None,0,0,8830000000,PTR
2019-06-30,CNY,134425000000,None,None,None,None,108607000000,121294000000,0,-14.42,None,-129973000000,33000000,None,None,None,None,1347000000,1347000000,None,None,None,None,0,None,0,0,39138000000,PTR
2019-03-31,USD,62022000000,None,None,None,None,55091000000,59971000000,0,4693000000,None,-58723000000,28053000000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,10255000000,PTR
2018-12-31,USD,94628000000,None,None,None,None,3626343.37,119708000000,0,-1715000000,None,-7402704.70,-48813000000,None,None,None,None,12194000000,12194000000,None,None,None,None,0,None,0,0,4467000000,PTR
2018-09-30,USD,110779000000,None,None,None,None,7757137241.77,54967000000,0,-17229000000,None,-7898353448.15,-22114000000,None,None,None,None,14394000000,14394000000,None,None,None,None,0,None,0,0,21036000000,PTR
2018-06-30,USD,12650869826.04,None,None,None,None,9883473305.34,6591031793.64,0,-2117276544.69,None,-7588782243.55,-6679514097.18,None,None,None,None,1788392321.54,1788392321.54,None,None,None,None,0,None,0,0,2539742051.59,PTR
2018-03-31,USD,61802000000,None,None,None,None,8444391370.11,59281000000,None,-1048000000,None,-7784252846.11,-8049000000,None,None,None,None,1898734177.22,1898734177.22,None,None,None,None,0,None,None,None,10153000000,PTR
2017-12-31,USD,122360000000,None,None,None,None,232844000000,108967000000,None,-9389000000,None,-243546000000,-49839000000,None,None,None,None,12187000000,12187000000,None,None,None,None,226000000,None,None,None,5432000000,PTR
2017-09-30,USD,99462000000,None,None,None,None,54583000000,18720334000,None,1582673000,None,-42435000000,-5264000000,None,None,None,None,1118092000,1118092000,None,None,None,None,None,None,None,None,4690000000,PTR
2017-06-30,USD,21364005000,None,None,None,None,60249000000,9195492000,None,8525000000,None,-41969000000,-10603000000,None,None,None,None,242000000,242000000,None,None,None,None,None,None,None,None,1041562000,PTR
2017-03-31,USD,72988000000,None,None,None,None,59471000000,41766000000,None,-1163000000,None,-45284000000,-29019000000,None,None,None,None,242000000,242000000,None,None,None,None,None,None,None,None,5701000000,PTR
2016-12-31,USD,74262000000,None,None,None,None,31683945284.38,70717000000,0,-17724000000,None,-25325701943.84,-29910000000,None,None,None,None,3802000000,3802000000,None,None,None,None,19438444.92,None,0,0,6126000000,PTR
2016-09-30,USD,79075000000,None,None,None,None,54275000000,33418000000,None,12680000000,None,-24754000000,-35934000000,None,None,None,None,4551000000,4551000000,None,None,None,None,None,None,None,None,1200000000,PTR
2021-09-30,USD,-218000000,210000000,None,None,2750000000,145000000,139000000,None,None,1704000000,-12897000000,6385000000,None,0,0,0,728000000,640000000,88000000,None,1293000000,0,0,None,1704000000,None,1704000000,TFC
2021-06-30,USD,3336000000,213000000,None,None,-1379000000,142000000,76000000,None,None,1658000000,-10144000000,1233000000,None,610000000,1075000000,465000000,686000000,602000000,84000000,None,2034000000,0,-1075000000,None,1658000000,None,1657000000,TFC
2021-03-31,USD,-33000000,635000000,None,None,1124000000,345000000,99000000,None,None,1473000000,3119000000,10178000000,None,506000000,1456000000,950000000,722000000,605000000,117000000,0,1299000000,0,-1456000000,None,13264000000,None,1477000000,TFC
2020-12-31,USD,2408000000,-94000000,None,None,-384000000,401000000,99000000,None,None,1330000000,-29565000000,8917000000,None,0,0,0,708000000,607000000,101000000,0,74000000,0,0,None,-18240000000,None,1329000000,TFC
2020-09-30,USD,425000000,331000000,None,None,3710000000,170000000,130000000,None,None,1141000000,-2118000000,-2396000000,None,0,-3000000,-3000000,680000000,607000000,73000000,0,774000000,905000000,908000000,None,1141000000,None,1138000000,TFC
2020-06-30,USD,-24000000,839000000,None,None,1996000000,178000000,122000000,None,None,958000000,7546000000,-2673000000,None,0,0,3000000,658000000,605000000,50000000,0,1508000000,0,2544000000,None,958000000,None,955000000,TFC
2020-03-31,USD,4628000000,758000000,None,None,-4432000000,399000000,464000000,None,None,1063000000,-19515000000,32170000000,None,0,503000000,500000000,679000000,605000000,77000000,0,24288000000,0,-503000000,None,17283000000,None,1060000000,TFC
2019-12-31,USD,-444000000,740000000,None,None,2707000000,213000000,None,None,None,726000000,17719000000,-1114000000,None,-3000000,-3000000,0,364000000,345000000,19000000,0,1431000000,0,3000000,None,16190000000,None,721000000,TFC
2019-09-30,USD,1775000000,493000000,None,None,-772000000,29000000,116000000,None,None,828000000,-6559000000,5135000000,None,3000000,1728000000,1725000000,389000000,345000000,44000000,0,3620000000,1700000000,1700000000,None,317000000,None,825000000,TFC
2019-06-30,USD,934000000,574000000,None,None,353000000,32000000,None,None,None,885000000,-2226000000,1125000000,None,0,0,0,354000000,310000000,44000000,0,18000000,0,0,None,-271000000,None,886000000,TFC
2019-03-31,USD,-745000000,419000000,None,None,1054000000,137000000,None,None,None,798000000,-586000000,207000000,None,0,0,0,352000000,309000000,43000000,0,2015000000,0,0,None,-1015000000,None,792000000,TFC
2018-12-31,USD,1371000000,460000000,None,None,-480000000,142000000,None,None,None,805000000,-2230000000,1677000000,None,375000000,375000000,0,353000000,309000000,44000000,0,999000000,0,-375000000,None,834000000,None,798000000,TFC
2018-09-30,USD,1551000000,329000000,None,None,-277000000,33000000,None,None,None,839000000,-1170000000,-281000000,None,200000000,200000000,0,356000000,313000000,43000000,0,15000000,0,-200000000,None,100000000,None,832000000,TFC
2018-06-30,USD,1119000000,363000000,None,None,623000000,31000000,None,None,None,822000000,-1766000000,589000000,None,310000000,286000000,0,334000000,290000000,44000000,0,1748000000,0,-286000000,None,-58000000,None,819000000,TFC
2018-03-31,USD,308000000,256000000,None,None,80000000,138000000,None,None,None,791000000,203000000,-483000000,None,320000000,344000000,0,335000000,292000000,43000000,0,7000000,0,-344000000,None,28000000,None,788000000,TFC
2017-12-31,USD,1676000000,279000000,None,None,-575000000,137000000,None,None,None,667000000,-2208000000,505000000,None,373000000,465000000,0,302000000,258000000,44000000,0,3383000000,0,-357000000,None,-44000000,None,658000000,TFC
2017-09-30,USD,1471000000,193000000,None,None,-975000000,34000000,None,None,None,648000000,-576000000,-1196000000,None,920000000,916000000,0,305000000,262000000,43000000,0,850000000,0,-916000000,None,-301000000,None,640000000,TFC
2017-06-30,USD,1330000000,196000000,None,412000000,19000000,36000000,None,None,None,674000000,-1879000000,-503000000,None,246000000,158000000,0,286000000,242000000,44000000,0,703000000,0,-158000000,None,-1052000000,None,675000000,TFC
2017-03-31,USD,158000000,151000000,None,-233000000,798000000,137000000,None,None,None,426000000,-747000000,645000000,None,74000000,74000000,0,286000000,243000000,43000000,0,3947000000,0,-74000000,None,56000000,None,421000000,TFC
2016-12-31,USD,2478000000,206000000,None,304000000,-1277000000,145000000,None,None,None,643000000,1731000000,-3213000000,None,376000000,384000000,0,287000000,243000000,44000000,0,850000000,0,136000000,None,996000000,None,636000000,TFC
2021-09-30,USD,3063000000,17000000,None,87000000,66000000,62000000,49000000,12000000,54000000,-2720000000,-33000000,-1919000000,0,322000000,322000000,None,1591000000,1591000000,None,None,0,None,-322000000,None,-2585000000,None,-2722000000,MO
2021-06-30,USD,-361000000,3000000,None,-582000000,-164000000,65000000,27000000,-10000000,-154000000,2150000000,20000000,-3577000000,0,325000000,325000000,None,1595000000,1595000000,None,None,0,None,-325000000,None,2253000000,None,2149000000,MO
2021-03-31,USD,3040000000,3000000,None,298000000,-13000000,63000000,26000000,5000000,-18000000,1421000000,-29000000,-2172000000,0,325000000,325000000,None,1601000000,1601000000,None,0,5472000000,None,-325000000,None,839000000,None,1424000000,MO
2020-12-31,USD,2541000000,3884000000,None,0,115000000,65000000,69000000,-19000000,134000000,1922000000,-36000000,-1683000000,0,0,0,None,1600000000,1600000000,None,0,0,None,0,None,1922000000,None,1924000000,MO
2020-09-30,USD,898000000,6000000,None,-978000000,-38000000,62000000,56000000,11000000,-49000000,-956000000,-44000000,-1564000000,0,0,0,None,1564000000,1564000000,None,0,0,None,0,None,-851000000,None,-952000000,MO
2020-06-30,USD,1817000000,25000000,None,572000000,-99000000,65000000,54000000,-7000000,-92000000,1938000000,-11000000,-2576000000,-3000000000,0,0,None,1563000000,1563000000,None,0,1993000000,None,0,None,1898000000,None,1943000000,MO
2020-03-31,USD,3129000000,27000000,None,430000000,0,65000000,52000000,-5000000,5000000,1550000000,-52000000,427000000,3000000000,0,0,None,1563000000,1563000000,None,0,0,None,0,None,3504000000,None,1552000000,MO
2019-12-31,USD,2563000000,3112000000,None,-17000000,92000000,63000000,86000000,-13000000,105000000,-1814000000,14000000,-2062000000,0,499000000,499000000,None,1571000000,1571000000,None,0,0,None,-499000000,None,-1814000000,None,-1809000000,MO
2019-09-30,USD,2882000000,70000000,None,74000000,-51000000,57000000,81000000,0,-51000000,-2602000000,-436000000,-2637000000,0,0,0,None,1497000000,1497000000,None,0,0,None,0,None,-1966000000,None,-2600000000,MO
2019-06-30,USD,103000000,62000000,None,-373000000,-116000000,53000000,41000000,5000000,-121000000,1997000000,-26000000,-1696000000,0,195000000,195000000,None,1499000000,1499000000,None,0,0,None,-195000000,None,2263000000,None,1996000000,MO
2019-03-31,USD,2289000000,38000000,None,274000000,41000000,53000000,38000000,16000000,25000000,1121000000,-1950000000,1683000000,-12800000000,151000000,151000000,None,1502000000,1502000000,None,0,16265000000,None,-151000000,None,2022000000,None,1120000000,MO
2018-12-31,USD,1825000000,3065000000,None,22000000,231000000,59000000,106000000,-45000000,276000000,1251000000,-12851000000,9967000000,12800000000,356000000,356000000,None,1506000000,1506000000,None,0,0,None,-356000000,None,1251000000,None,1250000000,MO
2018-09-30,USD,2716000000,8000000,None,145000000,1000000,64000000,60000000,43000000,-42000000,1944000000,-56000000,-1691000000,0,367000000,367000000,None,1324000000,1324000000,None,0,0,None,-367000000,None,1944000000,None,1943000000,MO
2018-06-30,USD,1041000000,-5000000,None,-292000000,-124000000,51000000,38000000,11000000,-135000000,1877000000,-40000000,-1767000000,0,437000000,437000000,None,1328000000,1328000000,None,0,0,None,-437000000,None,1877000000,None,1876000000,MO
2018-03-31,USD,2809000000,16000000,None,357000000,21000000,53000000,34000000,-9000000,30000000,1895000000,-41000000,-1793000000,0,513000000,513000000,None,1257000000,1257000000,None,0,0,None,-513000000,None,975000000,None,1894000000,MO
2017-12-31,USD,757000000,4025000000,None,-477000000,232000000,54000000,48000000,-6000000,238000000,4968000000,-265000000,-1821000000,0,558000000,558000000,None,1263000000,1263000000,None,0,0,None,-558000000,None,-1329000000,None,4966000000,MO
2017-09-30,USD,2199000000,21000000,None,7000000,17000000,51000000,60000000,29000000,-12000000,1867000000,44000000,-1934000000,0,759000000,759000000,None,1175000000,1175000000,None,0,0,None,-759000000,None,327000000,None,1866000000,MO
2017-06-30,USD,-730000000,23000000,None,-405000000,-138000000,52000000,58000000,-15000000,-123000000,1990000000,-16000000,-2240000000,0,1049000000,1049000000,None,1182000000,1182000000,None,0,0,None,-1049000000,None,-2973000000,None,1989000000,MO
2017-03-31,USD,2675000000,28000000,None,515000000,50000000,52000000,33000000,-18000000,68000000,1402000000,-230000000,-1776000000,0,551000000,551000000,None,1187000000,1187000000,None,0,0,None,-551000000,None,659000000,None,1401000000,MO
2016-12-31,USD,296000000,5523000000,None,0,94000000,55000000,61000000,6000000,88000000,10278000000,3673000000,-1693000000,0,518000000,518000000,None,1191000000,1191000000,None,0,0,None,-518000000,None,2271000000,None,10276000000,MO
2021-09-30,USD,631600000,17200000,None,5900000,-42500000,98400000,31700000,-50700000,None,926300000,58800000,-342100000,0,None,None,None,322500000,322500000,None,None,None,None,None,None,942100000,None,926500000,CME
2021-06-30,USD,499800000,14800000,None,-163600000,-40700000,98600000,39700000,-13700000,None,510600000,-34000000,-321100000,0,None,None,None,322500000,322500000,None,None,None,None,None,None,528600000,None,510300000,CME
2021-03-31,USD,602700000,81100000,None,66100000,164400000,100400000,28500000,146200000,None,574800000,-34000000,-1233200000,0,0,0,None,1217500000,1217500000,None,None,0,None,0,None,-664500000,None,574400000,CME
2020-12-31,USD,660300000,249100000,None,-15800000,-123600000,-30500000,70000000,-29000000,None,424800000,-52100000,-307000000,0,0,0,None,304300000,304300000,None,None,0,None,0,None,535000000,None,424000000,CME
2020-09-30,USD,311400000,16400000,None,-270300000,-19500000,120200000,48300000,-41700000,None,411500000,-43900000,-340700000,0,0,0,None,304100000,304100000,None,None,0,None,0,None,430500000,None,411700000,CME
2020-06-30,USD,986800000,15700000,None,68200000,-292300000,115400000,36400000,-267000000,None,503300000,-36500000,-396600000,1200000000,0,0,None,304000000,304000000,None,None,0,None,0,None,520100000,None,503300000,CME
